atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(a);kg;53,52
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1,7
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(a);kg;0,23
2021;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(a);kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0
2021;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(b);kg;1,56
2021;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(b);kg;217,58
2021;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(b);kg;76,75
2021;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(b);kg;0
2021;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0
2021;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(b);kg;0,39
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(b);kg;71,91
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2,65
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(b);kg;0,43
2021;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(b);kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0
2021;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(k);kg;0,49
2021;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(k);kg;88,47
2021;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(k);kg;25,21
2021;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(k);kg;0
2021;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0
2021;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(k);kg;0,39
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(k);kg;61,21
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;1,87
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(k);kg;0,96
2021;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(k);kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0
2021;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;INDENO;kg;0,39
2021;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;INDENO;kg;93,53
2021;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;INDENO;kg;19,98
2021;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;INDENO;kg;0
2021;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0
2021;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;INDENO;kg;0,39
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;INDENO;kg;52,27
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;INDENO;kg;3,63
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;INDENO;kg;0
2021;Contaminantes orgánicos persistentes;10;Agricultura;INDENO;kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);INDENO;kg;0
2021;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HAP;kg;3,41
2021;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HAP;kg;609,72
2021;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HAP;kg;170,25
2021;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HAP;kg;150,2
2021;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0
2021;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HAP;kg;2,11
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;HAP;kg;238,92
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HAP;kg;9,86
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HAP;kg;1,61
2021;Contaminantes orgánicos persistentes;10;Agricultura;HAP;kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HAP;kg;0
2021;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;PCB;kg;0
2021;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;PCB;kg;0,11
2021;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;PCB;kg;0,26
2021;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;PCB;kg;0,78
2021;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0
2021;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;PCB;kg;46,34
2021;Contaminantes orgánicos persistentes;7;Transporte por carretera;PCB;kg;0,22
2021;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;PCB;kg;0
2021;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;PCB;kg;0,01
2021;Contaminantes orgánicos persistentes;10;Agricultura;PCB;kg;0
2021;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);PCB;kg;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SOx;t;1,45
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SOx;t;3516,02
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SOx;t;2361,25
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SOx;t;8,85
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SOx;t;0,89
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SOx;t;32,69
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SOx;t;839,29
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SOx;t;21,81
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SOx;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SOx;t;15,38
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NOx;t;361,51
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NOx;t;5367,81
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NOx;t;4341,78
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NOx;t;19,19
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NOx;t;15,88
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NOx;t;21409,17
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NOx;t;17032,49
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NOx;t;471,43
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NOx;t;840,17
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NOx;t;76,12
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;COVNM;t;19,92
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;COVNM;t;711,41
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;COVNM;t;1904,71
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;COVNM;t;1464,81
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;553,21
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;COVNM;t;41944,13
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;COVNM;t;3103,69
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;COVNM;t;1340,4
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;COVNM;t;475,43
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;COVNM;t;769,84
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);COVNM;t;202,25
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CH4;t;116,37
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;1472,95
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;3125,53
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;851,36
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;550,38
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;96,78
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;49955,7
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;7629,1
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;59,31
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;562,82
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;6970,7
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;5001,97
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;251,09
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;485,85
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;29216,87
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;5612,95
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;2637,43
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;0,01
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;2197,15
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;71,34
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;5511,78
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;2310,65
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;373,75
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0,01
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;8337,92
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;3255
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO2;kt;268,52
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO2;kt;5,63
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO2;kt;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;N2O;t;1,7
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;N2O;t;28,12
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;N2O;t;39,62
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;315,73
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;282,99
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;90,18
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;599,14
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;233,74
2020;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;12,74
